"","Site","alt","alt_rough","bio_1","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","Location","Land_cover","Biome","Biogeogr","Country","Latitude","Longitude","Elevation","Abundance","Richness","Seasons","Years","PresAbs"
"132","132",2518,483,159,173,148,1073,246,9,87,630,37,224,37,136,75,983,249,68,181,154,148,"ETH_Yerer","Natural","Montane","Ethiopian","Ethiopia",8.867,38.96,2000,400,6,2,2,0
"133","133",129,77,257,270,235,1919,364,2,72,838,13,678,13,109,69,1365,331,174,157,262,235,"GAB_Doudou","Natural","Rainforest","Congolian","Gabon",-2.15,10.5,110,1526,11,2,2,0
"134","134",27,100,254,268,234,1812,347,1,72,777,12,657,12,91,65,1354,322,184,138,261,234,"GAB_Gamba","Natural","Rainforest","Congolian","Gabon",-2.75,10.05,25,6,6,1,1,0
"135","135",21,24,256,270,235,1936,363,1,71,819,13,700,13,88,65,1334,321,187,134,262,235,"GAB_Loango","Natural","Rainforest","Congolian","Gabon",-2.2,9.7,30,6,6,1,1,0
"136","136",503,27,239,248,223,1659,305,13,61,671,95,598,95,90,75,1024,300,180,120,241,223,"GAB_Makoukou","Natural","Rainforest","Congolian","Gabon",0.567,12.867,450,230,8,2,2,0
"137","137",376,215,243,255,222,2077,388,3,71,903,19,731,19,105,70,1280,313,164,149,247,222,"GAB_Rabi","Natural","Rainforest","Congolian","Gabon",-1.8,10.3,200,12,12,1,1,0
"138","138",77,124,259,272,239,1993,376,3,71,867,18,698,18,101,69,1286,328,183,145,263,239,"GAB_Toucan","Natural","Rainforest","Congolian","Gabon",-1.7,10.2,160,11,11,1,1,0
"139","139",198,318,257,271,241,1146,202,21,53,477,101,268,251,92,74,1118,324,200,124,260,264,"GHA_Accra","Mixed","Guinea-woodland","Congolian","Ghana",6,0,80,234,10,2,2,0
"140","140",62,45,268,279,253,1811,350,39,57,763,179,365,348,79,73,990,328,221,107,272,273,"GHA_Boitano","Natural","Rainforest","Congolian","Ghana",5.53,-2.617,80,17,7,1,1,0
"141","141",114,49,272,289,257,1278,198,9,62,498,48,226,472,108,70,1190,355,201,154,267,276,"GHA_Digya","Natural","Forest-savanna","Congolian","Ghana",7.5,-0.5,150,26,4,1,1,0
"142","142",83,46,260,270,247,1915,402,43,63,858,194,361,332,72,75,873,313,217,96,264,264,"GHA_Draw","Natural","Rainforest","Congolian","Ghana",5.2,-2.4,80,26,6,1,1,0
"143","143",136,36,267,281,253,1262,188,9,59,484,61,271,383,102,71,1049,345,203,142,271,270,"GHA_Kogyae","Natural","Forest-savanna","Congolian","Ghana",7.2,-1.183,150,96,9,2,2,0
"144","144",248,228,261,274,245,1396,225,18,55,561,93,335,351,93,71,1089,334,204,130,265,266,"GHA_Krokosua","Natural","Rainforest","Congolian","Ghana",6.617,-2.85,220,44,4,1,1,0
"145","145",232,83,273,296,254,1049,204,1,80,534,12,135,534,112,65,1543,364,194,170,254,276,"GHA_Mole","Natural","Sudanian_savanna","Sudanian","Ghana",9.5,-2,200,48,5,1,1,0
"146","146",942,451,219,228,212,2444,423,23,63,1158,131,378,993,145,70,736,324,117,207,213,216,"GIN_Ziama","Natural","Forest-savanna","Congolian","Guinea",8.1768,-9.3718,600,28,10,1,1,0
"147","147",1605,804,191,199,184,890,190,17,78,392,62,276,62,164,85,643,291,100,191,189,184,"KEN_Mukogodo","Natural","Montane","Somalian","Kenya",0.4,37.25,1500,187,7,2,1,0
"148","148",1709,186,187,200,167,946,209,16,74,467,63,362,80,121,72,1256,275,109,166,196,171,"Ken_Nairobi1","Natural","Grassland","Zambezian","Kenya",-1.233,36.8,1750,210,5,2,2,0
"149","149",1644,162,191,204,172,876,190,15,73,426,56,331,72,125,74,1200,280,112,168,200,175,"Ken_Nairobi2","Natural","Grassland","Zambezian","Kenya",-1.24,36.83,1750,680,9,2,2,0
"150","150",363,41,292,302,282,238,52,0,84,114,12,57,17,118,80,740,373,227,146,294,288,"KEN_Turkana1","Natural","Savanna","Somalian","Kenya",3.95,36.2,380,62,6,2,2,0
"151","151",1064,515,230,241,218,404,108,5,83,197,27,173,28,147,84,863,323,149,174,238,219,"KEN_Turkana2","Natural","Savanna","Somalian","Kenya",2.567,36.917,1000,6,3,2,2,0
"152","152",475,130,242,248,231,2151,393,17,66,1022,109,310,913,142,72,732,341,145,196,233,241,"LBR_Nimba4","Mixed","Forest-savanna","Congolian","Liberia",7.47,-8.65,450,58,6,1,1,0
"153","153",422,164,266,299,244,1067,310,0,122,773,0,56,6,131,58,2198,377,154,223,252,265,"MLI_Bafing","Mixed","Sudanian_savanna","Sudanian","Mali",13,-10.5,400,245,11,2,3,0
"154","154",378,41,267,292,248,1254,306,1,101,801,6,169,21,140,61,1762,372,146,226,255,253,"MLI_Baoule","Mixed","Sudanian_savanna","Sudanian","Mali",10.5,-7.7,410,50,5,2,3,0
"155","155",477,144,269,301,246,1036,301,0,121,756,0,65,8,148,62,2179,382,146,236,255,249,"MLI_Mandingues","Mixed","Sudanian_savanna","Sudanian","Mali",12.5,-8.5,430,158,11,2,3,0
"156","156",265,0,277,314,235,435,151,0,137,350,0,68,0,141,54,2928,404,147,257,279,235,"MLI_Mopti","Mixed","Sahel","Sudanian","Mali",14.89,-4.035,260,3107,3,2,3,0
"157","157",348,20,270,295,252,1133,297,2,101,720,11,158,21,130,61,1746,368,158,210,257,257,"MLI_Sikasso","Mixed","Sudanian_savanna","Sudanian","Mali",10.7,-6,340,283,11,2,3,0
"158","158",902,495,234,261,202,883,237,2,113,615,11,281,18,130,59,2288,349,131,218,246,217,"MOZ_Cabora","Natural","Savanna","Zambezian","Mozambique",-15.6,32.75,840,80,7,2,2,0
"159","159",37,11,250,275,211,1028,208,12,88,603,52,603,63,133,62,2659,347,135,212,275,222,"MOZ_Gorongosa","Natural","Savanna","Zambezian","Mozambique",-18.99,34.35,120,81,10,1,1,0
"160","160",2,3,257,286,227,168,69,0,157,152,0,138,3,121,61,2325,344,148,196,283,246,"MRT_Chott","Natural","Sahel","Sudanian","Mauritania",16.6,-16.43,10,329,7,2,2,0
"161","161",135,64,259,289,216,788,176,4,99,505,22,257,34,121,56,2878,360,145,215,282,233,"MWI_Lengwe","Natural","Savanna","Zambezian","Malawi",-16.3,34.733,100,220,9,2,2,0
"162","162",1629,1454,174,192,145,1780,330,21,81,940,92,505,119,97,61,1877,254,95,159,189,156,"MWI_Mulanje","Natural","Montane","Zambezian","Malawi",-15.983,35.533,1900,47,7,1,1,0
"163","163",2344,93,143,163,115,1285,256,4,95,741,19,335,23,107,58,1868,231,49,182,154,124,"MWI_Nyika","Natural","Montane","Zambezian","Malawi",-10.583,33.817,2300,47,6,1,1,0
"164","164",1206,23,205,234,159,891,215,0,113,618,0,347,0,152,55,3085,328,53,275,226,159,"MWI_Zomba","Natural","Montane","Zambezian","Malawi",-15.333,25.317,1900,215,8,2,2,0
"165","165",1161,227,152,188,111,95,27,2,95,60,6,38,8,126,60,3030,250,42,208,187,117,"NAM_Gorrasis","Natural","Desert","Southern","Namibia",-25.3,15.917,1200,3132,3,2,2,0
"166","166",1005,236,207,261,144,145,40,0,102,100,1,69,1,161,55,4591,346,57,289,257,144,"NAM_Keetmanshoop","Rangeland","Nama-Karoo","Southern","Namibia",-26.39,17.996,1000,301,8,2,2,0
"167","167",951,156,195,223,160,114,38,0,127,92,1,92,3,166,71,2483,302,70,232,223,165,"NAM_Tumasberg","Natural","Desert","Southern","Namibia",-23.152,15.514,1100,229,3,2,1,0
"168","168",126,47,269,284,251,1400,217,10,63,590,50,253,499,87,71,1246,337,215,122,262,275,"NGA_Gambari","Natural","Rainforest","Congolian","Nigeria",7.15,3.9,170,482,7,2,3,0
"169","169",26,11,265,278,251,2263,384,15,67,1002,87,343,1002,84,75,1017,327,215,112,251,269,"NGA_Oredo","Mixed","Rainforest","Congolian","Nigeria",6.09,5.485,20,1690,14,1,3,0
"170","170",2670,1449,133,135,129,1721,236,33,42,615,162,514,447,101,92,243,189,80,109,133,133,"RWA_Volcanoes","Natural","Montane","Congolian","Rwanda",-1.458,29.498,3000,201,7,1,1,0
"171","171",158,95,283,317,261,974,284,0,123,723,0,39,4,131,58,2282,396,171,225,267,282,"SEN_Sabodala","Mixed","Sudanian_savanna","Sudanian","Senegal",13.167,-12.117,250,522,9,2,2,0
"172","172",325,102,258,275,246,2469,462,8,81,1276,38,154,1276,115,61,1204,354,168,186,246,254,"SLE_Bumbuna1","Natural","Forest-savanna","Sudanian","Sierra_Leone",9.3244,-11.675,310,81,8,1,1,0
"173","173",397,213,254,270,242,2367,426,9,80,1201,39,361,1201,119,62,1194,351,160,191,242,249,"SLE_Bumbuna2","Mixed","Forest-savanna","Sudanian","Sierra_Leone",9.32,-11.527,320,11,5,1,1,0
"174","174",661,139,191,222,151,919,150,13,67,421,45,421,45,122,59,2792,276,71,205,222,151,"SWZ_Edwaleni","Natural","Savanna","Southern","Eswatini",-26.546,31.261,750,283,6,2,3,0
"175","175",250,57,222,255,181,662,125,8,70,324,30,324,30,122,57,2913,313,102,211,255,181,"SWZ_Lowveld","Mixed","Savanna","Southern","Eswatini",-26.22,31.88,300,1547,7,2,1,0
"176","176",642,456,198,231,154,1205,197,16,68,580,60,580,60,122,57,3056,285,73,212,231,154,"SWZ_Maguga","Natural","Savanna","Southern","Eswatini",-26.067,31.27,650,184,7,2,2,0
"177","177",181,210,226,258,186,657,127,7,71,325,32,325,32,123,58,2759,318,109,209,258,186,"SWZ_Mlawula","Natural","Savanna","Southern","Eswatini",-26.208,32,150,394,5,2,2,0
"178","178",410,4,277,308,259,892,254,0,115,615,0,99,2,152,62,2035,396,154,242,260,264,"TCD_Zakouma","Natural","Sudanian_savanna","Sudanian","Chad",10.5,19.8,430,400,8,1,1,0
"179","179",856,149,225,241,201,806,135,4,78,385,23,375,29,129,71,1600,310,130,180,240,205,"TZA_Berega","Agricultural","Savanna","Zambezian","Tanzania",-6.167,37.133,880,2585,10,2,3,0
"180","180",954,41,260,270,243,988,208,0,94,520,0,155,0,116,69,1096,335,169,166,264,243,"TZA_Katavi","Mixed","Savanna","Zambezian","Tanzania",-6.8,31,1000,636,16,2,2,0
"181","181",2088,1230,156,173,135,1202,233,10,83,529,34,367,34,106,67,1500,238,82,156,167,135,"TZA_Kilimanjaro1","Natural","Montane","Zambezian","Tanzania",-3.225,37.459,2200,6,6,2,1,1
"182","182",2687,1529,121,136,100,1323,252,12,80,564,41,398,42,100,67,1398,198,49,149,130,102,"TZA_Kilimanjaro2","Natural","Montane","Zambezian","Tanzania",-3.186,37.463,2700,6,6,2,1,1
"183","183",3401,1746,79,94,60,1516,278,23,72,617,74,445,76,93,65,1326,153,12,141,87,62,"TZA_Kilimanjaro3","Natural","Montane","Zambezian","Tanzania",-3.145,37.46,3500,4,4,2,1,1
"184","184",2088,1230,156,173,135,1202,233,10,83,529,34,367,34,106,67,1500,238,82,156,167,135,"TZA_KilimanjaroA1","Natural","Montane","Zambezian","Tanzania",-3.24007,37.45837,2000,81,6,1,1,0
"185","185",2805,1607,114,129,94,1349,258,14,79,563,46,405,47,99,66,1394,191,43,148,123,95,"TZA_KilimanjaroA2","Natural","Montane","Zambezian","Tanzania",-3.20765,37.447,2500,64,8,1,1,0
"186","186",3567,1694,70,84,51,1559,283,26,70,634,83,458,85,92,66,1306,143,4,139,77,52,"TZA_KilimanjaroA3","Natural","Montane","Zambezian","Tanzania",-3.17712,37.44022,3000,53,9,1,1,0
"187","187",3567,1694,70,84,51,1559,283,26,70,634,83,458,85,92,66,1306,143,4,139,77,52,"TZA_KilimanjaroA4","Natural","Montane","Zambezian","Tanzania",-3.14902,37.43555,3500,7,3,1,1,0
"188","188",4304,1219,29,42,12,1772,303,42,62,705,128,520,129,87,66,1182,99,-31,130,36,13,"TZA_KilimanjaroA5","Natural","Montane","Zambezian","Tanzania",-3.1261,37.42667,4000,87,3,1,1,0
"189","189",220,150,249,262,231,1100,215,5,78,561,30,426,30,79,67,1249,300,183,117,259,231,"TZA_Kingu","Mixed","Savanna","Zambezian","Tanzania",-8.433,38.633,170,225,8,1,1,0
"190","190",1617,231,185,201,162,1272,265,5,91,684,23,277,25,103,64,1525,265,105,160,192,167,"TZA_Udzungwa3","Natural","Montane","Zambezian","Tanzania",-8.475,35.88,2460,66,6,1,1,0
"191","191",1992,264,165,180,142,1218,255,4,92,672,21,272,23,105,64,1483,246,84,162,174,148,"TZA_Udzungwa4","Natural","Montane","Zambezian","Tanzania",-8.35,35.95,2000,83,7,1,1,0
"192","192",415,1111,244,262,217,1561,365,11,89,894,51,426,58,71,54,1758,304,173,131,253,223,"TZA_Udzungwa5","Natural","Montane","Zambezian","Tanzania",-7.8478,36.8838,350,41,7,2,2,0
"193","193",797,1235,223,241,198,1422,304,7,86,785,39,443,45,83,59,1676,289,149,140,233,203,"TZA_Udzungwa6","Natural","Montane","Zambezian","Tanzania",-7.708,36.909,1200,48,7,2,2,0
"194","194",1567,649,193,196,191,1317,157,42,32,435,195,298,217,122,91,210,259,126,133,192,191,"UGA_Bwindi1","Natural","Montane","Congolian","Uganda",-0.997,29.616,1550,22,22,2,1,1
"195","195",2228,366,154,155,150,1332,186,30,38,445,159,344,189,114,89,243,217,89,128,155,151,"UGA_Bwindi2","Natural","Montane","Congolian","Uganda",-1.05,29.775,2300,25,25,2,1,1
"196","196",3389,1506,102,111,93,1730,249,50,39,603,192,250,594,110,80,672,180,43,137,93,107,"UGA_Elgon1","Natural","Montane","Sudanian","Uganda",1.15,34.483,3400,8,8,2,2,1
"197","197",3913,802,72,81,63,1783,254,59,36,607,217,278,597,102,78,685,146,16,130,63,77,"UGA_Elgon2","Natural","Montane","Sudanian","Uganda",1.143,34.526,4100,6,6,2,2,1
"198","198",1110,36,226,234,217,1296,194,44,38,476,175,222,280,119,83,625,304,161,143,229,232,"UGA_Mayuge","Agricultural","Forest-savanna","Congolian","Uganda",0.72,33.48,1000,2255,11,2,3,0
"199","199",2021,1870,172,176,168,1325,168,58,35,460,214,351,398,113,85,334,242,110,132,170,173,"UGA_Rwenzori1","Natural","Montane","Congolian","Uganda",0.344,30.027,2000,418,10,2,2,0
"200","200",2706,1765,130,134,126,1536,186,71,31,509,273,434,291,107,86,312,197,73,124,129,131,"UGA_Rwenzori2","Natural","Montane","Congolian","Uganda",0.341,29.987,2700,293,8,2,2,0
"201","201",2706,1765,130,134,126,1536,186,71,31,509,273,434,291,107,86,312,197,73,124,129,131,"UGA_Rwenzori3","Natural","Montane","Congolian","Uganda",0.321,29.974,3350,83,9,2,2,0
"202","202",4164,920,53,56,48,2088,245,99,28,650,360,529,377,93,85,304,112,3,109,51,49,"UGA_Rwenzori4","Natural","Montane","Congolian","Uganda",0.3,29.91,4000,87,6,2,2,0
"203","203",1937,532,106,157,51,584,82,24,39,223,83,201,83,147,55,4107,242,-22,264,154,51,"ZAF_Asante","Natural","Montane","Southern","South_Africa",-32.233,24.917,1800,56,6,2,2,0
"204","204",834,458,149,189,105,585,64,30,20,170,105,170,113,124,56,3300,256,37,219,189,110,"ZAF_Baviaanskloof","Natural","Fynbos","Southern","South_Africa",-33.6,24.4,800,117,5,1,1,0
"205","205",1531,96,166,209,108,711,136,6,74,350,20,338,20,142,55,4074,273,17,256,205,108,"ZAF_Cradle","Natural","Grassland","Southern","South_Africa",-25.93,27.77,1550,159,10,2,2,0
"206","206",1055,276,182,214,138,951,157,11,72,464,38,464,38,131,60,3055,271,53,218,214,138,"ZAF_Groenvaley","Degraded","Grassland","Southern","South_Africa",-25.33,30.75,1100,493,7,2,3,0
"207","207",903,22,200,269,121,218,43,1,80,120,5,104,6,185,53,5794,357,8,349,262,142,"ZAF_Kalahari1","Natural","Savanna","Southern","South_Africa",-26.46,20.61,900,433,7,2,3,0
"208","208",890,11,201,269,121,216,43,1,78,118,5,103,6,185,53,5804,357,9,348,262,142,"ZAF_Kalahari2","Natural","Savanna","Southern","South_Africa",-26.42,20.62,900,34,5,2,3,0
"209","209",963,23,203,270,123,237,45,1,86,132,5,108,5,187,53,5754,355,7,348,264,123,"ZAF_Kalahari3","Natural","Savanna","Southern","South_Africa",-25.56,20.65,1000,579,10,2,3,0
"210","210",1029,15,201,266,124,230,48,1,87,136,5,108,5,186,54,5569,349,7,342,259,124,"ZAF_Kalahari4","Natural","Savanna","Southern","South_Africa",-25.1,20.2,1000,97,5,2,3,0
"211","211",1331,524,148,186,98,868,136,13,66,402,50,402,50,131,56,3476,243,13,230,186,98,"ZAF_Karkloof","Natural","Forest","Southern","South_Africa",-29.292,30.24,1500,1812,8,2,2,0
"212","212",582,60,176,226,122,292,45,9,39,108,38,90,39,145,54,4076,306,42,264,225,126,"ZAF_Karoo1","Rangeland","Nama-Karoo","Southern","South_Africa",-33.083,24.317,600,9,3,2,1,0
"213","213",510,137,171,216,122,391,49,17,26,125,63,110,66,133,55,3698,288,47,241,215,126,"ZAF_Karoo2","Rangeland","Succulent-Karoo","Southern","South_Africa",-33.367,24.2,550,21,3,2,1,0
"214","214",676,404,162,209,112,444,51,24,19,137,85,121,85,132,54,3775,284,43,241,192,118,"ZAF_Karoo3","Rangeland","Nama-Karoo","Southern","South_Africa",-33.35,23.133,800,33,2,2,1,0
"215","215",853,101,153,201,102,366,45,21,20,115,70,95,70,141,56,3835,282,32,250,182,102,"ZAF_Karoo4","Rangeland","Nama-Karoo","Southern","South_Africa",-33.233,22.617,850,46,3,2,1,0
"216","216",814,171,153,208,95,254,34,6,38,93,30,30,87,147,54,4432,294,25,269,127,208,"ZAF_Karoo5","Rangeland","Succulent-Karoo","Southern","South_Africa",-33.45,20.05,800,4,1,2,1,0
"217","217",765,387,159,218,97,224,36,6,49,93,32,33,92,148,52,4754,307,25,282,104,206,"ZAF_Karoo6","Rangeland","Succulent-Karoo","Southern","South_Africa",-33.167,19.733,700,47,5,2,1,0
"218","218",233,78,184,227,137,176,30,2,65,85,11,13,84,149,60,3560,312,66,246,144,226,"ZAF_Knersvlakte","Natural","Succulent-Karoo","Southern","South_Africa",-31.4,18.5,250,98,8,1,1,0
"219","219",1083,100,196,242,133,614,122,3,79,320,15,320,15,155,55,4433,312,33,279,242,133,"ZAF_Mankwe","Natural","Savanna","Southern","South_Africa",-25.25,27.283,1100,891,9,2,3,0
"220","220",630,326,209,240,166,714,139,6,80,388,23,388,23,128,60,2910,296,86,210,240,166,"ZAF_Mariepskop","Natural","Montane","Southern","South_Africa",-24.5,30.967,1700,32,6,1,1,0
"221","221",1514,388,130,179,76,512,71,19,42,197,66,183,67,150,56,4026,265,-2,267,176,79,"ZAF_MtZebra","Natural","Montane","Southern","South_Africa",-32.3,25.4,1800,24,6,2,2,0
"222","222",985,15,203,270,123,238,46,1,87,132,5,106,5,187,54,5704,353,7,346,263,123,"ZAF_Nossob","Natural","Savanna","Southern","South_Africa",-25.417,20.599,950,47,6,1,1,0
"223","223",398,42,231,265,184,498,98,3,87,286,12,286,12,140,60,3215,332,99,233,265,184,"ZAF_Nwashitshumbe","Natural","Savanna","Zambezian","South_Africa",-22.75,31.25,400,1275,5,2,2,0
"224","224",1097,84,191,230,136,580,112,2,82,309,12,296,12,156,59,3767,297,36,261,228,136,"ZAF_Nyslvley","Natural","Savanna","Southern","South_Africa",-24.64,28.68,1100,77,13,1,1,0
"225","225",97,134,217,250,176,760,114,21,48,300,79,289,79,116,56,2917,307,100,207,250,176,"ZAF_Phinda","Natural","Savanna","Southern","South_Africa",-27.75,32.3,50,157,9,2,2,0
"226","226",572,74,210,243,170,730,124,12,69,346,41,346,41,129,59,2867,306,88,218,243,170,"ZAF_Pretoriuskop","Natural","Savanna","Zambezian","South_Africa",-25.17,31.29,600,89,8,1,1,0
"227","227",46,53,217,250,180,1117,136,53,29,384,172,384,172,93,53,2735,296,121,175,250,180,"ZAF_RichardsBay","Degraded","Forest","Southern","South_Africa",-28.7156,32.1847,50,1405,6,2,2,0
"228","228",1246,117,177,245,100,370,61,8,58,166,31,140,31,165,50,5625,337,7,330,238,100,"ZAF_Rolfontein","Natural","Grassland","Southern","South_Africa",-30.009,24.765,1250,1139,12,2,2,0
"229","229",292,69,223,264,171,565,103,8,75,295,29,295,29,141,55,3617,331,79,252,264,171,"ZAF_Satara","Natural","Savanna","Zambezian","South_Africa",-24.39,31.79,250,36,5,1,1,0
"230","230",1785,295,118,177,55,465,75,18,47,195,58,165,58,157,53,4731,267,-25,292,172,55,"ZAF_Sneeuberg","Natural","Montane","Southern","South_Africa",-31.7,24.633,1800,122,6,2,2,0
"231","231",1313,690,123,168,75,440,50,28,16,135,93,113,93,141,57,3627,250,6,244,152,75,"ZAF_Swartberg","Natural","Fynbos","Southern","South_Africa",-33.33,22.05,1200,92,5,1,1,0
"232","232",1385,92,169,211,111,679,124,6,76,345,20,322,20,157,58,4015,279,11,268,208,111,"ZAF_Telperion","Natural","Grassland","Southern","South_Africa",-25.633,28.883,1400,163,11,2,1,0
"233","233",1519,386,138,178,85,925,150,13,69,445,48,445,48,133,55,3704,235,-6,241,178,85,"ZAF_Wakefield","Natural","Montane","Southern","South_Africa",-29.48,29.89,1450,342,10,2,1,0
"234","234",1395,73,162,217,92,581,92,9,63,258,30,258,30,161,53,4965,295,-7,302,217,92,"ZAF_WillemPretorius","Natural","Grassland","Southern","South_Africa",-28.3,27.18,1400,328,4,2,2,0
"235","235",1106,32,208,234,166,978,233,0,110,658,1,385,3,148,56,2793,326,63,263,225,167,"ZMB_Kafue1","Natural","Savanna","Zambezian","Zambia",-14.383,26.041,1100,43,6,1,1,0
"236","236",1111,25,208,232,167,1005,233,0,109,667,1,392,3,150,56,2710,328,63,265,224,167,"ZMB_Kafue2","Natural","Savanna","Zambezian","Zambia",-14.208,25.656,1100,14,4,1,1,0
"237","237",1107,24,208,234,167,989,233,0,110,661,1,388,3,148,56,2748,326,63,263,224,167,"ZMB_Kafue3","Natural","Savanna","Zambezian","Zambia",-14.297,25.92,1100,18,6,1,1,0
"238","238",639,113,252,272,240,1274,238,1,84,686,13,122,686,136,65,1298,358,150,208,240,252,"CAF_Bamingui1","Natural","Guinea-woodland","Sudanian","CAR",7.75,20.95,600,109,8,1,1,0
"239","239",463,34,260,278,250,1210,235,1,89,680,8,99,680,138,66,1220,366,157,209,250,257,"CAF_Bamingui2","Natural","Guinea-woodland","Sudanian","CAR",7.95,20.2,500,31,5,1,1,0
"240","240",700,53,251,272,237,1245,243,1,87,691,10,109,691,138,64,1447,361,146,215,237,251,"CAF_Bohou","Natural","Guinea-woodland","Sudanian","CAR",8.05,21.4,700,58,7,1,1,0
"241","241",620,55,259,282,242,1198,240,0,90,681,7,97,681,136,64,1559,369,159,210,242,261,"CAF_Manovo1","Natural","Sudanian-savanna","Sudanian","CAR",8.33,21.1,650,53,8,1,1,0
"242","242",478,36,266,295,244,950,226,0,105,617,0,128,3,159,62,1978,390,134,256,253,253,"CAF_Manovo2","Natural","Sudanian-savanna","Sudanian","CAR",9.6,22,500,14,5,1,1,0
"243","243",205,43,259,270,245,1771,306,23,56,663,121,361,555,94,76,905,326,203,123,249,263,"CIV_Tai2","Natural","Rainforest","Congolian","Ivory_Coast",5.833,-7.35,200,553,10,2,3,0
"244","244",237,120,256,266,246,2861,427,27,62,1255,139,461,1255,89,76,759,321,204,117,246,258,"CMR_Korup","Mixed","Rainforest","Congolian","Cameroon",5.267,9.133,160,24,9,1,1,0
"245","245",381,9,254,260,248,1754,222,68,31,581,248,425,475,98,84,511,317,201,116,251,255,"COD_Kisangani1","Natural","Rainforest","Congolian","DR_Congo",1.26988,23.73142,350,10,5,1,1,0
"246","246",383,15,253,260,248,1765,223,69,30,583,252,429,477,98,84,514,317,201,116,251,254,"COD_Kisangani2","Natural","Rainforest","Congolian","DR_Congo",1.24198,23.70645,400,20,5,1,1,0
"247","247",428,19,252,258,245,1802,232,76,29,602,279,506,469,97,86,508,311,199,112,250,253,"COD_Kisangani3","Natural","Rainforest","Congolian","DR_Congo",0.647,25.18,400,38,10,1,1,0
"248","248",441,42,251,256,243,1798,224,79,28,595,298,460,455,99,86,542,310,195,115,248,252,"COD_Kisangani4","Natural","Rainforest","Congolian","DR_Congo",0.14375,25.56527,450,38,10,1,1,0
"249","249",428,25,252,258,245,1804,231,76,29,602,277,451,470,97,85,526,312,199,113,250,253,"COD_Kisangani5","Natural","Rainforest","Congolian","DR_Congo",0.60507,25.25648,400,86,9,1,1,0
"250","250",435,45,247,253,239,1874,233,102,26,631,356,454,461,99,83,524,310,192,118,244,249,"COD_Kisangani6","Natural","Rainforest","Congolian","DR_Congo",0.51918,24.17347,400,58,7,1,1,0
"251","251",450,41,250,256,242,1775,228,73,29,598,279,450,460,98,85,582,310,195,115,246,253,"COD_Kisangani7","Natural","Rainforest","Congolian","DR_Congo",0.2898,25.28692,400,68,9,1,1,0
"252","252",500,72,248,254,240,1854,226,77,29,591,276,545,498,101,87,544,309,193,116,247,249,"COD_Kisangani8","Natural","Rainforest","Congolian","DR_Congo",0.64153,26.14717,500,69,10,1,1,0
"253","253",503,27,239,248,223,1659,305,13,61,671,95,598,95,90,75,1024,300,180,120,241,223,"GAB_Belinga","Natural","Rainforest","Congolian","Gabon",0.567,12.867,450,160,10,2,3,0
"254","254",260,183,250,264,228,1961,370,2,72,857,14,695,14,110,69,1390,326,167,159,256,228,"GAB_Doudou1","Natural","Rainforest","Congolian","Gabon",-2.14,10.55,110,142,9,2,2,0
"255","255",129,77,257,270,235,1919,364,2,72,838,13,678,13,109,69,1365,331,174,157,262,235,"GAB_Doudou2","Natural","Rainforest","Congolian","Gabon",-2.15,10.5,400,79,9,1,1,0
"256","256",617,27,237,244,227,1647,292,49,56,678,174,560,235,98,81,681,300,180,120,235,239,"GAB_Minkebe","Natural","Rainforest","Congolian","Gabon",2.0867,12.375,600,22,9,1,1,0
"257","257",827,738,225,238,213,1988,356,19,64,930,108,327,817,131,70,960,321,134,187,213,226,"GIN_Nimba","Natural","Forest-savanna","Congolian","Guinea",7.65,-8.33,800,153,10,2,2,0
"258","258",820,281,222,240,202,802,137,16,63,318,65,191,65,102,68,1536,302,152,150,227,202,"KEN_Kasigau","Natural","Montane","Zambezian","Kenya",-3.828,38.658,1300,9,2,1,1,0
"259","259",1073,528,217,233,195,720,169,3,91,337,18,186,18,117,71,1470,305,141,164,223,195,"KEN_Kyulu","Natural","Montane","Zambezian","Kenya",-2.7853,37.869,1600,42,3,1,1,0
"260","260",543,353,249,266,229,572,114,6,76,255,25,155,38,106,69,1468,329,177,152,253,229,"KEN_Mbololo","Mixed","Montane","Zambezian","Kenya",-3.433,38.667,2200,15,3,1,1,0
"261","261",825,263,231,248,210,808,148,12,72,333,49,187,62,106,69,1496,312,159,153,235,211,"KEN_Sagala","Mixed","Montane","Zambezian","Kenya",-3.5,38.583,1500,16,4,1,1,0
"262","262",243,218,247,263,228,1051,205,23,57,447,114,114,220,85,65,1439,314,185,129,244,263,"KEN_Shimba","Natural","Forest","Zambezian","Kenya",-4.167,39.433,300,14,2,1,1,0
"263","263",1623,349,183,201,162,1203,248,14,81,527,52,304,52,104,68,1514,264,113,151,193,162,"KEN_Taita","Mixed","Montane","Zambezian","Kenya",-3.4,38.33,1800,199,6,1,1,0
